"","Código","Nome","Latitude","Longitude"
"","311570601A","Centro","-18.762472","-41.308666"
"","311530009A","Pampulha","-21.37","-42.677"
"","311530008A","Dico Leite","-21.394","-42.706"
"","311530007A","COPASA","-21.387","-42.703"
"","311530006A","Santa Clara","-21.413","-42.682"
"","311530005A","Menezes","-21.378","-42.698"
"","311530004A","Bela Vista","-21.39","-42.686"
"","311530003A","Taquara Preta","-21.407","-42.672"
"","311530002A","Distrito de Glória","-21.265","-42.681"
"","311530001A","Centro","-21.389","-42.695"
"","311450101A","Centro","-20.54264","-44.64601"
"","311410501A","Centro","-22.1204","-45.13472"
"","311370102A","Epaminondas Otoni","-17.913671","-41.014708"
"","311360201A","Novo Horizonte","-22.041069","-45.695013"
"","311340402A","Rural","-19.87634","-42.04649"
"","311340401A","Centro","-19.783513","-42.137277"
"","311330503A","Lacerdinha","-20.698","-42.023"
"","311330502A","Alvorada","-20.726","-42.147"
"","311330501A","Caixa D´Agua","-20.728","-42.03"
"","311320608A","Dombe","-20.961","-43.715"
"","311320607A","Herculano Pena","-20.933","-43.819"
"","311320606A","Pedra do Sino","-20.903","-43.826"
"","311320605A","Dombe","-20.943","-43.793"
"","311320604A","Ponte Chave","-20.952","-43.783"
"","311320603A","Centro","-20.953","-43.807"
"","311320602A","Hermilio Alves","-21.022","-43.786"
"","311320601A","Centro2 MG","-20.953","-43.805"
"","311300801A","Ponto do Marambaia","-17.18688","-41.47916"
"","311290101A","Centro","-20.17426","-42.27112"
"","311230701A","Centro","-17.692194","-42.51525"
"","311205901A","Centro","-18.522861","-42.623916"
"","311080601A","Centro","-18.24026","-41.72773"
"","311050910A","Cruzeiro","-22.76","-46.156"
"","311050909A","Fernão Dias km910","-22.694","-46.113"
"","311050908A","Santa Terezinha","-22.858","-46.163"
"","311050906A","camanducaia06","-22.794","-46.003"
"","311050902A","Av. Targino Vargas","-22.74","-46.132"
"","311050901A","São Mateus","-22.70473","-46.03481"
"","311000404A","Bom Sucesso","-19.892","-43.662"
"","311000403A","Cidade Jardim","-19.878","-43.658"
"","311000402A","Penedia","-19.846","-43.649"
"","311000401A","José Brandão","-19.876","-43.667"
"","310945101A","Centro","-16.0281","-47.0906"
"","310940201A","Centro","-17.3538","-44.9589"
"","310900610A","Cohab","-20.140138","-44.223331"
"","310900609A","Inhotim","-20.12","-44.227"
"","310900608A","Aranha","-20.196","-44.105"
"","310900607A","Centro - Rodoviária","-20.142","-44.198"
"","310900606A","Alberto Flores","-20.156","-44.147"
"","310900605A","Córrego Feijão","-20.135","-44.107"
"","310900604A","Rua Prefeito Maciel","-20.165","-44.023"
"","310900603A","Distrito Casa Branca","-20.09456","-44.04756"
"","310900601A","Centro","-20.143","-44.2"
"","310710902A","Jardim Alvorada","-21.089953","-45.575697"
"","310710901A","Centro","-21.09254","-45.56297"
"","310670513A","Casa Amarela","-20.013","-44.222"
"","310670512A","Jardim Teresópolis","-19.952","-44.12"
"","310670511A","Guanabara","-19.95773","-44.13962"
"","310670510A","Citrolândia","-20.029886","-44.228384"
"","310670509A","São Caetano","-19.938","-44.112"
"","310670508A","Vianópolis","-19.944","-44.271"
"","310670507A","Jardim Alterosas","-19.948","-44.161"
"","310670506A","Angola","-19.95077","-44.19897"
"","310670505A","Icaivera","-19.861","-44.155"
"","310670504A","Chacará","-19.96499","-44.20156"
"","310670503A","Petrovale","-19.989","-44.111"
"","310670502A","Brasileia","-19.969","-44.207"
"","310670501A","Centro","-19.967","-44.199"
"","310630901A","Centro","-19.223105","-42.48503"
"","310620018A","Taquaril","-19.922","-43.881"
"","310620016A","Av. Silva Lobo","-19.943","-43.964"
"","310620014A","Rodovia MG-30","-20.00056","-43.90303"
"","310620013A","AC Jaragua","-19.866092","-43.93811"
"","310620007A","Pampulha","-19.866","-43.956"
"","310590502A","Josefino Coelho","-21.193","-43.966"
"","310590501A","Jardim Europa","-21.166","-43.969"
"","310570701A","Centro","-20.282852","-43.0411"
"","310560814A","Carmo","-21.243","-43.769"
"","310560813A","Vilela","-21.218","-43.752"
"","310560812A","Rodrigo Silva","-21.256","-43.806"
"","310560811A","Nove de Março","-21.201","-43.802"
"","310560810A","Agua Santa","-21.203","-43.751"
"","310560808A","Ipanema","-21.23","-43.743"
"","310560807A","Pinheiro Grosso","-21.201","-43.71"
"","310560806A","Funcionários","-21.216","-43.783"
"","310560805A","Senhora dos Dores","-21.194","-43.644"
"","310560804A","Correia de Almeida","-21.3","-43.627"
"","310560803A","São Francisco","-21.201","-43.77"
"","310560802A","João PauloII","-21.196","-43.792"
"","310470001A","Centro","-18.04325","-41.11071"
"","310460101A","Centro","-21.312","-42.862"
"","310230801A","Centro","-20.108352","-43.057883"
"","310170601A","Centro","-16.17712","-40.69693"
"","310150805A","Morro Santa Rosa","-21.88","-42.7"
"","310150804A","São José","-21.87","-42.663"
"","310150803A","Campo Alegre","-21.888","-42.713"
"","310150801A","Além Paraíba","-21.88558","-42.699554"
"","310110201A","Igrejinha","-19.49504","-41.07764"
"","310060901A","Centro","-17.992","-42.389"
"","293330705A","Barcelar","-14.838","-40.856"
"","293330704A","Patagônia","-14.87","-40.863"
"","293330703A","Lomantão","-14.87","-40.827"
"","293330702A","Recreio","-14.861","-40.841"
"","293330701A","Centro","-14.852","-40.839"
"","293290301A","Rua São Roque","-13.363","-39.078"
"","293120201A","Centro","-13.536152","-39.097182"
"","293070903A","Centro","-12.788344","-38.396864"
"","293070902A","CIA","-12.825461","-38.409051"
"","293070901A","Góes Calmon","-12.780101","-38.353331"
"","293010501A","Centro","-10.464","-40.19"
"","292900801A","Centro","-12.606591","-38.969939"
"","292860402A","Povoado de Pedras","-12.549625","-38.770999"
"","292860401A","Polivalente","-12.551899","-38.710766"
"","292805901A","Centro","-15.42976","-39.332759"
"","292770501A","BR367-km4","-16.321","-39.023"
"","292740823A","Tancredo Neves","-12.944007","-38.452408"
"","292740822A","Fazenda Coutos","-12.848643","-38.460738"
"","292740821A","Mussurunga","-12.914686","-38.36589"
"","292740820A","Periperi","-12.865468","-38.45637"
"","292740819A","Itapuã","-12.94213","-38.36577"
"","292740818A","Nova Esperança","-12.861","-38.368"
"","292740817A","Valéria","-12.862807","-38.437301"
"","292740816A","Matatu","-12.9779","-38.49497"
"","292740815A","Stiep","-12.975868","-38.452599"
"","292740814A","São Caetano","-12.937967","-38.474428"
"","292740812A","Fazenda Grande do Retiro","-12.937639","-38.485074"
"","292740811A","CAB","-12.943354","-38.421264"
"","292740810A","Cabula","-12.960038","-38.460007"
"","292740808A","Águas Claras","-12.893244","-38.441356"
"","292740806A","São Tomé de Paripe","-12.794191","-38.489829"
"","292740805A","Rio Sena","-12.88769","-38.46827"
"","292740804A","Monte Serrat","-12.92951","-38.51579"
"","292740803A","Federação","-12.999514","-38.510245"
"","292740802A","Centro","-12.97821","-38.515945"
"","292740801A","Pirajá","-12.898697","-38.458867"
"","292550101A","Ribeira","-17.338255","-39.232281"
"","292530304A","São Pedro","-16.484","-39.084"
"","292530303A","Trancoso","-16.595","-39.109"
"","292530302A","Paraguai","-16.41","-39.08"
"","292530301A","Areião","-16.441","-39.076"
"","292390201A","Centro","-15.46122","-39.65225"
"","292300103A","Posto da Mata","-17.896","-39.37"
"","292300102A","Centro","-17.893","-39.372"
"","292250801A","Centro","-13.032","-39.015"
"","292110401A","Planalto I","-17.365","-40.223"
"","292060101A","Centro","-12.78","-38.917"
"","291920706A","Jambeiro","-12.841","-38.337"
"","291920705A","Areia Branca","-12.839","-38.35"
"","291920704A","Itinga","-12.89","-38.353"
"","291920703A","Itinga","-12.87992","-38.3288"
"","291920702A","Vila Praiana","-12.901","-38.308"
"","291920701A","Portão","-12.87","-38.305"
"","291915701A","Lapao01","-11.38","-41.83"
"","291900901A","Centro","-12.35585","-40.90228"
"","291840704A","João Paulo II","-9.47067","-40.49805"
"","291840703A","Maria Gorete","-9.42014","-40.49909"
"","291840701A","Itaberaba","-9.44837","-40.48517"
"","291760702A","Entroncamento","-13.509869","-40.05461"
"","291760701A","Lagoa","-13.523228","-39.968685"
"","291750802A","Feliz Tomaz","-11.174316","-40.517837"
"","291750801A","Ladeira Vermelha","-11.161707","-40.554213"
"","291710201A","Centro","-15.119","-40.065"
"","291640101A","Clerolândia","-15.243","-40.221"
"","291560101A","Centro","-17.027541","-39.534994"
"","291530401A","Norberto Fernandes","-16.09475","-39.61386"
"","291480203A","Nova Ferradas","-14.856","-39.346"
"","291480202A","São Caetano","-14.805","-39.277"
"","291480201A","Centro","-14.79","-39.274"
"","291360602A","Malhado","-14.788","-39.048"
"","291360601A","Conquista","-14.796","-39.045"
"","291345701A","Centro","-13.819025","-39.141885"
"","291180801A","Novo Horizonte","-16.582916","-39.780555"
"","291120401A","Dois de Julho","-13.74","-39.482"
"","290650105A","Santa Terezinha","-12.646","-38.538"
"","290650104A","Sarandi","-12.67","-38.53"
"","290650102A","Malemba","-12.677","-38.543"
"","290650101A","Centro","-12.669","-38.543"
"","290580001A","Centro","-13.943506","-39.10251"
"","290560203A","Centro","-15.415","-39.493"
"","290560202A","São João do Panelinha","-15.374","-39.489"
"","290560201A","Centro","-15.421","-39.494"
"","290490201A","Caquende","-12.607725","-38.960655"
"","290340901A","Centro","-15.858","-38.877"
"","290310201A","Centro","-14.208644","-39.598562"
"","290115501A","Centro","-11.45011","-41.434004"
"","280540601A","Centro","-9.80836","-37.68228"
"","280400301A","Centro","-10.734","-37.083"
"","280030804A","Porto D Antas","-10.88691","-37.05567"
"","280030803A","Centro","-10.92109","-37.09531"
"","280030802A","J. Barbosa","-10.94779","-37.07414"
"","280030801A","Industrial","-10.88087","-37.05318"
"","270940001A","Centro","-9.373764","-36.240199"
"","270930103A","Muquém","-9.134","-36.052"
"","270930102A","Nova Esperança","-9.152","-36.016"
"","270930101A","Centro","-9.161","-36.032"
"","270890701A","Satuba01","-9.574","-35.824"
"","270860002A","Jatobá 2","-9.799785","-36.104092"
"","270850101A","Centro","-9.316","-35.562"
"","270830301A","Av. Eneas Marinho","-9.007","-36.055"
"","270810501A","Centro","-9.17","-36.217"
"","270760201A","Quebrangulo01","-9.318","-36.471"
"","270660401A","PauloJacinto01","-9.371","-36.372"
"","270644801A","Alto da Boa Vista","-9.46292","-35.55892"
"","270550701A","Centro","-9.311","-35.946"
"","270510101A","Hospital Municipal","-9.15748","-35.53084"
"","270470801A","Centro","-9.717","-35.894"
"","270450001A","Centro","-9.015","-35.223"
"","270430218A","Cambona","-9.66117","-35.75779"
"","270430217A","Chã da Jaqueira","-9.6214","-35.748"
"","270430216A","Cidade Universitária","-9.55","-35.761"
"","270430215A","Clima Bom","-9.56652","-35.79703"
"","270430213A","Antares","-9.573","-35.741"
"","270430212A","Cruz das Almas","-9.632","-35.707"
"","270430211A","Ipioca","-9.529","-35.608"
"","270430210A","Benedito Bentes I","-9.552","-35.727"
"","270430209A","Trapiche da Barra","-9.696","-35.778"
"","270430207A","Farol2","-9.628603","-35.737905"
"","270430205A","Tabuleiro do Martins","-9.587","-35.763"
"","270430203A","Farol","-9.641","-35.735"
"","270430202A","Tabuleiro do Martins2","-9.581","-35.768"
"","270420301A","Centro","-9.741066","-36.504822"
"","270380901A","Centro","-9.13584","-35.748141"
"","270270201A","Centro","-10.292398","-36.309014"
"","270230603A","Vassouras","-10.130025","-36.171095"
"","270230602A","Centro","-10.122438","-36.179107"
"","270210801A","Centro","-8.909571","-35.716296"
"","270170401A","Capela01","-9.413","-36.077"
"","270135701A","Campestre","-8.85219","-35.56738"
"","270130801A","Fazenda Poço Grande","-9.39315","-36.14565"
"","270110001A","Branquinha01","-9.248","-36.014"
"","270060701A","Alto da Barra","-9.829","-35.903"
"","261650602A","XEXEU - APAC","-8.81","-35.627222"
"","261650601A","Centro","-8.81","-35.627"
"","261640705A","VITORIA DE SANTO ANTAO - APAC","-8.22513","-35.270697"
"","261640704A","Livramento","-8.121","-35.298"
"","261640703A","Cajá","-8.111","-35.284"
"","261640702A","Bairro C","-8.121","-35.325"
"","261630802A","VICENCIA - APAC","-7.668806","-35.412472"
"","261630801A","Estádio Municipal","-7.656","-35.319"
"","261618301A","Vertente do Lério [EREN] - APAC","-7.77354","-35.84377"
"","261610001A","VERDEJANTE - APAC","-7.930167","-38.968306"
"","261590401A","Tuparetama [Compesa] - APAC","-7.60224","-37.30942"
"","261580501A","TUPANATINGA - APAC","-8.750469","-37.3253"
"","261570601A","TRIUNFO - APAC","-7.83051","-38.1056"
"","261560701A","Trindade [PSF] - APAC","-7.76067","-40.26099"
"","261550801A","TRACUNHAEM - APAC","-7.80379","-35.23131"
"","261540901A","TORITAMA - APAC","-8.00893","-36.06317"
"","261530002A","ENGENHO SALGADO - APAC","-7.445494","-35.24407"
"","261530001A","USINA CRUANGI - APAC","-7.551183","-35.276044"
"","261520102A","Terra Nova [Escola Francisco Hugo] - APAC","-8.22468","-39.3766"
"","261520101A","GUARANI - APAC","-8.079528","-39.393917"
"","261510201A","TEREZINHA - APAC","-9.056936","-36.623556"
"","261500301A","Taquaritinga do Norte [CAIC] - APAC","-7.89838","-36.05043"
"","261485702A","TAMANDARE - APAC","-8.750556","-35.101667"
"","261485701A","SAUÊ - APAC","-8.768671","-35.313051"
"","261480801A","Tacaratu [Secretária de Desenvolvimento Social] - APAC","-9.10687","-38.14931"
"","261470902A","TACAIMBO - APAC","-8.316389","-36.291667"
"","261450101A","Surubim [Bombeiros] - APAC","-7.84449","-35.75571"
"","261440201A","SOLIDAO - APAC","-7.60213","-37.65258"
"","261430301A","MOREILANDIA - APAC","-7.6275","-39.551222"
"","261420402A","SIRINHAEM - APAC","-8.594572","-35.109969"
"","261420401A","Centro","-8.592","-35.116"
"","261410501A","MODERNA - APAC","-8.42957","-37.40961"
"","261400601A","IPUEIRA - APAC","-7.846139","-39.459611"
"","261380001A","SAO VICENTE FERRER - APAC","-7.590832","-35.489782"
"","261370105A","SAO LOURENCO DA MATA - APAC","-7.99419","-35.03699"
"","261370104A","Rua dos Milagres","-8.01","-35.016"
"","261370103A","Tiúma","-7.979","-35.073"
"","261370102A","Nossa Senhora da Luz","-8.037","-35.1"
"","261370101A","Chã da Tábua","-7.995","-35.035"
"","261350302A","BOM NOME - APAC","-7.996222","-38.624861"
"","261350301A","SAO JOSE DO BELMONTE  - APAC","-7.83268","-38.76422"
"","261340401A","SAO JOSE DA COROA GRANDE - APAC","-8.91115","-35.16479"
"","261330502A","SAO JOAQUIM DO MONTE - APAC","-8.43273","-35.804942"
"","261330501A","Barra do Riachão","-8.507","-35.895"
"","261320601A","SAO JOAO - APAC","-8.878166","-36.368083"
"","261310701A","SAO CAITANO - APAC","-8.336111","-36.125556"
"","261290102A","SAO BENEDITO DO SUL - APAC","-8.802518","-35.938863"
"","261290101A","Centro","-8.812","-35.932"
"","261270301A","SANTA MARIA DO CAMBUCA - APAC","-7.830071","-35.884155"
"","261255401A","Santa Filomena [EREN] - APAC","-8.15959","-40.60588"
"","261250501A","SANTA CRUZ DO CAPIBARIBE - APAC","-7.95798","-36.21818"
"","261247101A","JATIUCA - APAC","-7.888389","-38.197"
"","261240602A","SANHARO - APAC","-8.35653","-36.55844"
"","261240601A","COMPESA","-8.35665","-36.55842"
"","261230701A","SALOA - APAC","-8.970842","-36.668694"
"","261220801A","Salgueiro [IPA] - APAC","-8.07334","-39.12981"
"","261210901A","Salgadinho [Meu Refúgio] - APAC","-7.93941","-35.63416"
"","261200001A","Prefeitura","-8.32887","-35.70838"
"","261190303A","RIO FORMOSO - APAC","-8.67534","-35.160509"
"","261190302A","Cocaú","-8.64","-35.27"
"","261190301A","Centro","-8.661","-35.153"
"","261180402A","ARIPIBU - APAC","-8.44341","-35.34595"
"","261180401A","Bandeirante","-8.507","-35.385"
"","261170501A","RIACHO DAS ALMAS - APAC","-8.138333","-35.859722"
"","261160623A","RECIFE - APAC","-8.04491","-34.87518"
"","261160621A","Areias","-8.102","-34.929"
"","261160620A","Porto","-8.054","-34.873"
"","261160619A","San Martin","-8.073","-34.925"
"","261160618A","Torreão","-8.037","-34.884"
"","261160617A","Pina","-8.099","-34.887"
"","261160615A","Ibura","-8.122","-34.955"
"","261160614A","Campina do Barreto","-8.013","-34.881"
"","261160613A","Morro da Conceição","-8.019","-34.915"
"","261160612A","Guabiraba","-7.994","-34.936"
"","261160610A","Alto Mandu","-8.024","-34.927"
"","261160609A","Imbiribeira","-8.120975","-34.913983"
"","261160608A","Corrego Jenipapo","-8.007","-34.936"
"","261160607A","Alto do Céu","-8.012","-34.892"
"","261160606A","Dois Unidos","-7.996278","-34.909167"
"","261160605A","Nova Descoberta","-8.001917","-34.919278"
"","261160604A","Alto Bela Vista","-8.123583","-34.941528"
"","261160603A","Dois Irmãos","-8.018378","-34.947058"
"","261160601A","Varzea","-8.036","-34.98"
"","261153301A","QUIXABA - APAC","-7.71775","-37.84935"
"","261150704A","QUIPAPA - APAC","-8.824278","-36.006806"
"","261150702A","Vila Nova","-8.844","-36.115"
"","261150701A","Centro","-8.83","-36.013"
"","261140802A","PRIMAVERA - APAC","-8.3275","-35.349833"
"","261140801A","Residencial Primavera","-8.35516","-35.34909"
"","261130902A","POMBOS - APAC","-8.180556","-35.393889"
"","261130901A","Vila São José","-8.13689","-35.39963"
"","261120002A","POCAO - APAC","-8.185556","-36.707778"
"","261120001A","Centro","-8.185","-36.707"
"","261110106A","URUÃS - APAC","-8.943361","-40.573611"
"","261110105A","RAJADA - APAC","-8.814444","-40.830528"
"","261110104A","Jardim Sao Paulo","-9.3609","-40.54031"
"","261110103A","Samu","-9.37883","-40.53536"
"","261110102A","Gercino Coelho","-9.39241","-40.50827"
"","261110101A","Jose e Maria","-9.37014","-40.492436"
"","261100201A","Petrolândia [Prefeitura] - APAC","-8.9801","-38.21851"
"","261090501A","SALOBRO - APAC","-8.36686","-36.67984"
"","261080601A","PEDRA - APAC","-8.5","-36.940833"
"","261070707A","PAULISTA - APAC","-7.93168","-34.94455"
"","261070705A","Janga2","-7.941571","-34.825915"
"","261070704A","Janga","-7.918","-34.829"
"","261070703A","Maria Farinha","-7.853","-34.836"
"","261070702A","Vila Torres Galvão","-7.958","-34.876"
"","261060802A","PAUDALHO - APAC","-7.88179","-35.17869"
"","261060801A","GUADALAJARA - APAC","-7.95518","-35.10672"
"","261050901A","PASSIRA  - APAC","-7.975883","-35.58819"
"","261040002A","MATIAS - APAC","-8.175306","-40.0525"
"","261040001A","QUIXABA - APAC","-8.013028","-39.773306"
"","261030101A","PARANATAMA - APAC","-8.9226","-36.661431"
"","261020201A","PANELAS - APAC","-8.6614","-36.0159"
"","261010301A","PALMEIRINA - APAC","-9.000278","-36.334722"
"","261000403A","SANTO ANTÔNIO DOS PALMARES - APAC","-8.761389","-35.675"
"","261000402A","Japaranduba","-8.691","-35.604"
"","260980801A","Centro","-8.619","-39.602"
"","260970901A","Orobó [Secretária de Agricultura] - APAC","-7.73773","-35.60724"
"","260960005A","Tabajara","-7.973","-34.868"
"","260960004A","Jardim Fragoso","-7.999103","-34.859839"
"","260960003A","Bonsucesso","-8.008","-34.851"
"","260960002A","Aguazinha","-7.999","-34.887"
"","260960001A","Águas Compridas","-7.983","-34.912"
"","260950104A","NAZARE DA MATA - APAC","-7.73062","-35.23258"
"","260950103A","Fazenda Sertãozinho","-7.799","-35.263"
"","260950102A","Centro","-7.730698","-35.232556"
"","260950101A","Engenho Coqueiro","-7.733","-35.264"
"","260940202A","Centro","-8.118","-35.101"
"","260940201A","Bonança","-8.105","-35.195"
"","260920403A","MARAIAL - APAC","-8.782778","-35.816278"
"","260920402A","Sertãozinho de Cima","-8.884","-35.748"
"","260920401A","Centro","-8.783","-35.811"
"","260910501A","MACHADOS - APAC","-7.68894","-35.50866"
"","260900601A","MACAPARANA - APAC","-7.5581","-35.45261"
"","260890901A","LIMOEIRO - APAC","-7.86623","-35.43469"
"","260880001A","Centro","-8.66027","-36.32232"
"","260875002A","Lagoa Grande [Antena Oi] - APAC","-8.99709","-40.27058"
"","260875001A","Jutaí","-8.635","-40.239"
"","260870101A","LAGOA DOS GATOS - APAC","-8.663","-35.9046"
"","260860201A","LAGOA DO OURO - APAC","-9.120547","-36.462394"
"","260850301A","LAGOA DO ITAENGA - APAC","-7.93096","-35.24276"
"","260845301A","LAGOA DO CARRO - APAC","-7.84385","-35.30058"
"","260840401A","Centro","-8.72","-36.143"
"","260830501A","JUPI - APAC","-8.7103","-36.3956"
"","260825501A","JUCATI - APAC","-8.698208","-36.467869"
"","260820602A","JOAQUIM NABUCO - APAC","-8.63233","-35.5341"
"","260810701A","Secretaria de Saúde _APAC","-7.864894","-35.56781"
"","260805701A","Jatobá [Eunápio Gomes Varjão] - APAC","-9.17572","-38.25769"
"","260800801A","Jataúba [Centro] - APAC","-7.98526","-36.50162"
"","260795002A","JAQUEIRA - APAC","-8.732056","-35.803917"
"","260795001A","jaqueira01","-8.731","-35.804"
"","260790109A","Barra de Jangada","-8.22","-34.932"
"","260790108A","Curado 4","-8.07105","-34.99392"
"","260790107A","Centro","-8.112","-35.015"
"","260790106A","Piedade","-8.154","-34.914"
"","260790104A","Prazeres","-8.188","-34.953"
"","260790103A","Cavaleiro","-8.096","-34.971"
"","260790102A","Cavaleiro 2","-8.09","-34.97"
"","260790101A","Muribeca","-8.157","-34.968"
"","260780201A","ITAQUITINGA - APAC","-7.66667","-35.12306"
"","260775201A","BOTAFOGO - APAC","-7.74968","-34.93442"
"","260770301A","ITAPETIM - APAC","-7.37536","-37.19018"
"","260765302A","CARICÉ - APAC","-7.52595","-35.08494"
"","260765301A","ITAMBE - APAC","-7.40623","-35.11303"
"","260760401A","ILHA DE ITAMARACA - APAC","-7.76845","-34.86882"
"","260750501A","ITAIBA - APAC","-8.940367","-37.41153"
"","260740601A","ITACURUBA - APAC","-8.726222","-38.689917"
"","260730703A","IPUBI - APAC","-7.658278","-40.157278"
"","260730702A","Serrolândia","-7.47","-40.278"
"","260730701A","Centro","-7.651","-40.147"
"","260720805A","NÙCLEO MARANHÃO - APAC","-8.368205","-35.13522"
"","260720804A","Rurópolis","-8.411","-35.07"
"","260720802A","Camela","-8.511","-35.122"
"","260720801A","Centro","-8.4","-35.064"
"","260710901A","Ingazeira [Compesa] - APAC","-7.67884","-37.45995"
"","260700001A","Inajá [Estádio Municipal] - APAC","-8.90441","-37.82829"
"","260690301A","IGUARACI - APAC","-7.83732","-37.51445"
"","260680406A","IGARASSU - APAC","-7.87247","-34.91201"
"","260680405A","Cruz de Rebouças2","-7.871","-34.862"
"","260680404A","Cruz de Rebouças","-7.874","-34.916"
"","260680403A","Alto do Céu","-7.807","-34.933"
"","260670501A","Ibirajuba [Chacará] - APAC","-8.57216","-36.16679"
"","260660601A","Lages","-8.533","-37.697"
"","260650701A","IATI - APAC","-9.051381","-36.857439"
"","260630901A","Granito [Hospital] - APAC","-7.71363","-39.61518"
"","260620003A","PONTA DE PEDRA - APAC","-7.56648","-34.85794"
"","260620002A","Centro","-7.5586","-34.99826"
"","260620001A","ETA Compesa","-7.531555","-34.996284"
"","260610102A","GLORIA DO GOITA - APAC","-8.00105","-35.28466"
"","260610101A","APODI - APAC","-8.05472","-35.38903"
"","260600201A","Garanhuns [UFRPE] - APAC","-8.91095","-36.49357"
"","260590502A","GAMELEIRA - APAC","-8.583139","-35.385472"
"","260590501A","Centro","-8.587","-35.386"
"","260580601A","Frei Miguelinho [EREN São José] - APAC","-7.94222","-35.92465"
"","260570702A","NAZARE DO PICO - APAC","-8.320957","-38.411878"
"","260570701A","Centro","-8.598","-38.581"
"","260560802A","Flores [Rádio Florescer] - APAC","-7.86734","-37.97427"
"","260560801A","SÃTIO DOS NUNES - APAC","-8.046361","-37.832917"
"","260550901A","FERREIROS - APAC","-7.4482","-35.24111"
"","260540001A","FEIRA NOVA - APAC","-7.92885","-35.39204"
"","260530101A","Exu [Escola Bárbara de Alencar] - APAC","-7.51339","-39.71848"
"","260520202A","ESCADA - APAC","-8.355833","-35.234167"
"","260520201A","Jaguaribe","-8.369","-35.241"
"","260515201A","LAGOAS - APAC","-8.512667","-40.416528"
"","260510301A","CUSTODIA - APAC","-8.08651","-37.63223"
"","260490801A","CUMARU - APAC","-8.006378","-35.709082"
"","260480902A","CORTES - APAC","-8.470639","-35.5445"
"","260480901A","Nova Cortês","-8.47569","-35.54686"
"","260470001A","Centro","-9.128","-36.329"
"","260460101A","CONDADO - APAC","-7.580278","-35.102528"
"","260450201A","Centro","-8.24445","-35.45956"
"","260440301A","CHA DE ALEGRIA - APAC","-7.99754","-35.21584"
"","260420504A","CATENDE - APAC","-8.67224","-35.7187"
"","260420503A","Laje Grande","-8.598","-35.766"
"","260420502A","Canaã","-8.67","-35.737"
"","260415501A","CASINHAS - APAC","-7.746056","-35.725444"
"","260410608A","CARUARU - APAC","-8.282617","-35.938122"
"","260410607A","Alto do Moura","-8.297","-36.031"
"","260410606A","Terra Vermelha","-8.373","-35.986"
"","260410605A","Gonçalves Ferreira","-8.258","-35.884"
"","260410603A","2º Distrito","-8.176","-35.973"
"","260410602A","Cidade Jardim","-8.28261","-35.9381"
"","260410601A","Centro","-8.285","-35.976"
"","260390001A","Carnaíba [Prefeitura] - APAC","-7.80153","-37.80442"
"","260380101A","CAPOEIRAS - APAC","-8.7348","-36.627"
"","260370201A","CANHOTINHO - APAC","-8.88346","-36.19854"
"","260360301A","CAMUTANGA - APAC","-7.41446","-35.25698"
"","260350401A","CAMOCIM DE SAO FELIX - APAC","-8.382333","-35.759388"
"","260345406A","Aldeia","-7.956","-35.009"
"","260345405A","Vila da Fábrica","-7.999","-34.98"
"","260345404A","Jardim Primavera","-8.021425","-34.987566"
"","260345403A","Bairro dos Estados","-8.026","-34.975"
"","260345402A","Alberto Maia","-8.02","-35.003"
"","260345401A","Timbi","-8.026","-34.993"
"","260340501A","CALUMBI - APAC","-7.938806","-38.152944"
"","260330601A","CALCADO - APAC","-8.737501","-36.337888"
"","260320701A","CAETES - APAC","-8.773333","-36.621667"
"","260310802A","CACHOEIRINHA - APAC","-8.492452","-36.238116"
"","260310801A","Centro","-8.484","-36.238"
"","260300902A","NOVO MURICI - APAC","-8.340333","-39.135194"
"","260300901A","BR428-km05","-8.50897","-39.31329"
"","260290206A","CABO DE SANTO AGOSTINHO - APAC","-8.280706","-35.159274"
"","260290205A","Pontes dos Carvalhos","-8.233","-34.979"
"","260290204A","Enseado dos Corais","-8.33","-34.956"
"","260290203A","Torrinha","-8.287","-35.033"
"","260290202A","Charneca","-8.297","-35.057"
"","260280301A","BUIQUE - APAC","-8.615","-37.154722"
"","260270401A","BUENOS AIRES - APAC","-7.723343","-35.323341"
"","260250601A","BREJINHO - APAC","-7.34566","-37.2897"
"","260230802A","BONITO 2 - APAC","-8.527204","-35.723541"
"","260230801A","BONITO - APAC","-8.478559","-35.723527"
"","260220901A","BOM JARDIM - APAC","-7.791","-35.595889"
"","260210001A","Bom Conselho [9 BPM] - APAC","-9.16302","-36.68862"
"","260200101A","Bodocó [IPA] - APAC","-7.78115","-39.93791"
"","260190401A","Centro","-8.228","-35.751"
"","260180501A","SÃO CAETANO DO NAVIO - APAC","-8.182278","-37.981278"
"","260170601A","Belo Jardim [15 BPM] - APAC","-8.34427","-36.41994"
"","260150802A","Batateiras","-8.62059","-35.8412"
"","260140903A","BARREIROS - APAC","-8.806444","-35.186139"
"","260140902A","Hospital Municipal","-8.807","-35.186"
"","260140901A","Barreiros","-8.813","-35.199"
"","260130002A","BARRA DE GUABIRABA - APAC","-8.424057","-35.655684"
"","260130001A","Centro","-8.418","-35.664"
"","260120101A","IPOJUCA - APAC","-8.43354","-37.05538"
"","260110202A","Araripina - APAC","-7.5771","-40.5058"
"","260110201A","GERGILIN - APAC","-7.808306","-40.4875"
